Gender,Age,Study_Time,Family_Support,Internet_Access,Previous_Grades,Absences,Extra_Classes,Health_Status,Final_Grade
Male,19,3,Yes,No,83.3,4,Yes,4.0,Pass
Male,17,3,Yes,No,67.1,9,No,3.0,Pass
Male,18,3,Yes,Yes,67.8,4,No,4.0,Pass
Female,22,3,Yes,Yes,68.8,12,No,5.0,Pass
Female,20,4,Yes,Yes,59.5,1,Yes,3.0,Pass
Female,18,1,Yes,Yes,85.8,10,No,3.0,Fail
Female,19,3,No,Yes,70.1,4,No,4.0,Pass
Female,19,3,Yes,Yes,64.8,6,Yes,3.0,Pass
Female,21,3,Yes,Yes,86.1,5,Yes,4.0,Pass
Male,22,3,No,Yes,54.2,2,No,2.0,Fail
Male,17,1,Yes,No,74.4,12,No,3.0,Pass
Female,16,1,No,No,64.9,2,No,5.0,Fail
Male,18,2,No,No,85.3,4,No,5.0,Pass
Female,18,1,Yes,Yes,57.6,6,No,3.0,Fail
Female,22,3,Yes,Yes,77.9,6,Yes,2.0,Pass
Male,19,1,Yes,Yes,53.5,10,Yes,4.0,Fail
Female,22,3,Yes,Yes,75.6,4,Yes,2.0,Pass
Female,17,3,No,Yes,56.2,3,No,1.0,Fail
Male,19,1,No,No,87.2,4,Yes,4.0,Fail
Female,18,2,Yes,Yes,76.1,3,No,4.0,Pass
Male,17,3,Yes,Yes,62.4,7,Yes,4.0,Pass
Male,21,2,Yes,Yes,62.8,11,No,4.0,Fail
Male,16,2,Yes,Yes,65.5,4,No,3.0,Fail
Female,22,2,Yes,Yes,60.4,10,Yes,1.0,Fail
Male,16,1,No,No,58.9,6,Yes,5.0,Fail
Male,22,1,No,Yes,76.6,4,No,4.0,Fail
Female,21,2,No,Yes,87.4,6,No,4.0,Fail
Female,17,1,No,No,56.6,4,No,3.0,Fail
Female,17,1,Yes,No,76.4,2,No,5.0,Pass
Male,21,1,Yes,Yes,67.7,4,No,3.0,Fail
Female,17,1,Yes,No,65.1,5,No,3.0,Fail
Male,19,2,No,Yes,73.9,3,Yes,4.0,Fail
Male,16,2,Yes,Yes,68.8,5,Yes,4.0,Pass
Male,22,2,Yes,Yes,68.9,3,No,3.0,Pass
Female,15,2,No,No,68.2,4,No,4.0,Fail
Male,22,1,Yes,Yes,67.9,5,Yes,5.0,Fail
Female,16,1,No,Yes,65.5,6,Yes,1.0,Fail
Male,15,2,Yes,Yes,82.0,5,No,5.0,Pass
Male,20,4,No,Yes,78.4,3,No,1.0,Fail
Female,21,1,Yes,Yes,58.5,2,No,4.0,Pass
Female,15,3,No,Yes,73.2,2,No,1.0,Pass
Female,18,2,Yes,No,78.9,3,No,2.0,Fail
Female,21,3,Yes,Yes,59.1,3,No,,Pass
Male,17,1,Yes,Yes,52.5,6,Yes,3.0,Fail
Male,18,1,Yes,Yes,73.0,5,No,2.0,Fail
Male,18,3,Yes,Yes,83.3,6,No,3.0,Pass
Female,18,4,Yes,No,78.4,10,No,3.0,Pass
Female,21,2,No,Yes,84.6,4,No,4.0,Fail
Female,19,3,Yes,Yes,64.1,4,Yes,5.0,Pass
Male,15,1,Yes,Yes,65.3,7,No,5.0,Fail
Female,20,1,No,No,65.9,7,Yes,4.0,Fail
Female,16,1,No,Yes,87.7,7,No,5.0,Pass
Female,22,1,No,Yes,64.8,3,Yes,2.0,Fail
Male,21,1,No,Yes,73.3,1,Yes,4.0,Pass
Male,21,1,Yes,Yes,40.1,4,No,4.0,Fail
Male,21,1,No,Yes,76.3,4,Yes,1.0,Fail
Male,20,2,Yes,Yes,52.2,4,Yes,3.0,Fail
Male,21,1,Yes,Yes,56.1,9,Yes,4.0,Pass
Male,17,1,Yes,Yes,79.5,8,No,5.0,Pass
Male,20,2,Yes,Yes,58.4,1,Yes,2.0,Pass
Female,20,2,Yes,Yes,95.8,9,Yes,5.0,Pass
Male,16,3,Yes,No,,7,Yes,5.0,Pass
Female,15,4,Yes,Yes,79.9,6,No,5.0,Pass
Male,18,3,Yes,No,71.4,4,No,4.0,Fail
Male,16,3,No,No,83.1,8,No,5.0,Fail
Male,22,1,Yes,Yes,48.9,3,Yes,2.0,Pass
Female,22,2,Yes,Yes,64.3,7,No,3.0,Fail
Female,15,3,Yes,Yes,77.9,3,No,4.0,Pass
Male,18,1,Yes,Yes,38.9,5,No,3.0,Fail
Female,22,2,Yes,Yes,67.0,2,No,5.0,Pass
Male,21,3,Yes,No,65.7,6,Yes,5.0,Pass
Male,16,3,Yes,Yes,50.7,5,No,5.0,Fail
Male,16,3,No,Yes,37.0,5,No,2.0,Fail
Male,15,1,No,No,51.1,4,No,5.0,Fail
Male,21,1,Yes,Yes,60.9,8,No,3.0,Fail
Male,16,3,No,Yes,86.1,4,No,4.0,Pass
Female,18,1,Yes,Yes,41.1,7,No,4.0,Pass
Male,18,2,No,Yes,76.8,9,Yes,5.0,Pass
Female,21,1,No,Yes,68.8,6,No,2.0,Pass
Female,17,2,Yes,Yes,54.1,4,No,4.0,Pass
Female,21,2,Yes,Yes,84.6,8,No,5.0,Pass
Female,22,1,No,No,69.0,5,No,4.0,Fail
Male,19,2,Yes,Yes,74.9,4,No,4.0,Pass
Female,18,2,Yes,Yes,76.2,5,No,1.0,Pass
Male,20,3,No,Yes,47.7,5,Yes,4.0,Pass
Female,15,1,No,Yes,71.8,3,Yes,4.0,Pass
Female,21,2,No,Yes,57.1,6,No,3.0,Fail
Male,19,1,No,No,89.2,4,Yes,5.0,Pass
Female,16,1,No,Yes,60.3,3,No,4.0,Fail
Female,21,1,Yes,No,62.3,7,Yes,4.0,Fail
Male,20,1,No,Yes,47.1,4,Yes,4.0,Fail
Male,17,4,No,No,70.9,4,No,5.0,Fail
Female,17,2,Yes,Yes,41.8,10,Yes,5.0,Fail
Female,22,2,No,Yes,86.8,4,Yes,3.0,Pass
Female,21,3,Yes,Yes,64.6,6,Yes,5.0,Pass
Female,17,2,No,Yes,83.2,7,No,4.0,Fail
Female,22,2,Yes,Yes,70.9,3,Yes,4.0,Pass
Male,19,3,No,Yes,68.6,3,Yes,5.0,Pass
Male,17,2,Yes,Yes,66.2,5,No,4.0,Pass
Male,16,2,No,Yes,28.8,4,Yes,5.0,Fail
Male,17,2,Yes,Yes,78.0,5,No,1.0,Pass
Male,16,2,No,Yes,81.2,3,Yes,3.0,Pass
Male,18,1,No,No,54.9,4,No,3.0,Fail
Male,19,3,No,Yes,69.9,3,No,4.0,Fail
Female,15,3,No,Yes,74.8,4,No,4.0,Fail
Female,20,2,No,Yes,57.5,4,No,4.0,Fail
Male,17,3,Yes,Yes,88.3,5,No,5.0,Pass
Male,19,1,Yes,No,59.2,9,Yes,5.0,Fail
Female,21,3,Yes,,50.5,6,Yes,2.0,Fail
Male,20,1,Yes,No,46.8,6,Yes,4.0,Fail
Male,19,1,Yes,Yes,60.4,7,Yes,4.0,Pass
Male,15,3,Yes,Yes,77.9,7,No,5.0,Pass
Female,22,3,Yes,No,73.1,3,No,4.0,Pass
Male,15,2,Yes,No,78.8,5,Yes,3.0,Pass
Female,16,1,Yes,Yes,61.8,7,No,5.0,Pass
Female,17,1,No,No,50.4,5,No,4.0,Fail
Female,16,1,No,No,78.0,7,No,5.0,Fail
Female,19,4,Yes,Yes,53.0,3,No,3.0,Pass
Male,22,3,Yes,Yes,62.8,4,No,4.0,Pass
Female,17,4,Yes,Yes,100.0,6,Yes,3.0,Pass
Female,20,3,Yes,Yes,52.8,5,No,1.0,Fail
Female,21,3,Yes,Yes,47.1,2,No,4.0,Fail
Female,17,1,No,Yes,53.3,4,No,3.0,Pass
Male,18,3,Yes,Yes,62.5,5,No,3.0,Fail
Male,18,2,Yes,Yes,59.0,6,No,4.0,Fail
Female,18,3,Yes,Yes,67.8,2,No,2.0,Pass
Female,21,3,No,Yes,74.7,4,No,2.0,Fail
Female,21,4,No,Yes,79.7,2,No,5.0,Pass
Male,16,3,Yes,Yes,57.5,3,No,5.0,Pass
Female,22,3,Yes,Yes,44.7,4,No,5.0,Fail
Female,15,1,Yes,Yes,69.6,12,Yes,5.0,Pass
Male,22,2,No,No,46.3,2,Yes,5.0,Fail
Female,19,1,No,Yes,58.5,7,No,2.0,Fail
Male,16,1,No,Yes,48.4,7,Yes,5.0,Fail
Female,18,3,Yes,Yes,75.8,6,Yes,3.0,Pass
Male,19,3,Yes,Yes,28.2,1,Yes,3.0,Pass
Male,20,2,Yes,No,71.3,11,Yes,5.0,Pass
Male,22,2,Yes,Yes,48.9,4,Yes,5.0,Pass
Male,18,1,No,Yes,65.9,4,No,,Fail
Male,16,2,No,Yes,66.9,4,Yes,3.0,Pass
Male,18,2,Yes,Yes,51.5,4,No,3.0,Fail
Female,18,3,Yes,Yes,70.4,5,Yes,3.0,Pass
Female,18,2,Yes,Yes,58.1,5,Yes,5.0,Pass
Female,17,3,Yes,Yes,49.8,7,Yes,4.0,Fail
Male,18,3,No,No,65.8,6,No,4.0,Fail
Male,16,2,Yes,Yes,71.6,7,Yes,4.0,Fail
Male,19,1,Yes,Yes,71.1,2,No,3.0,Fail
Male,19,2,No,Yes,42.1,2,Yes,4.0,Fail
Male,17,2,Yes,Yes,48.8,3,No,4.0,Pass
Female,15,2,Yes,Yes,85.1,1,Yes,5.0,Pass
Male,16,3,Yes,Yes,83.4,3,No,5.0,Pass
Female,17,3,Yes,Yes,58.6,7,No,3.0,Pass
Male,15,1,Yes,Yes,62.8,3,No,3.0,Fail
Male,17,3,No,Yes,70.2,3,No,5.0,Fail
Male,19,2,No,Yes,53.7,5,No,2.0,Fail
Male,15,2,Yes,Yes,67.6,7,Yes,4.0,Pass
Male,16,1,No,No,46.9,5,Yes,5.0,Fail
Male,15,4,No,Yes,56.9,7,Yes,4.0,Pass
Female,19,1,Yes,Yes,60.0,6,Yes,4.0,Pass
Male,19,3,Yes,Yes,78.0,4,No,3.0,Pass
Female,18,2,Yes,Yes,53.1,4,Yes,5.0,Pass
Female,20,1,Yes,Yes,100.0,6,No,1.0,Pass
Female,17,4,No,Yes,57.7,7,Yes,5.0,Pass
Female,15,2,Yes,Yes,40.0,4,No,4.0,Pass
Male,18,3,Yes,No,47.5,0,No,3.0,Fail
Female,22,1,Yes,Yes,55.7,6,No,1.0,Fail
Male,20,2,No,Yes,64.4,5,No,1.0,Fail
Female,19,3,Yes,Yes,73.5,5,No,2.0,Fail
Male,16,1,No,Yes,45.0,4,No,4.0,Fail
Female,19,1,Yes,No,46.3,8,Yes,5.0,Fail
Male,16,4,Yes,No,66.2,6,No,5.0,Pass
Female,22,4,Yes,Yes,57.0,6,Yes,5.0,Pass
Male,22,3,Yes,Yes,70.8,5,Yes,4.0,Pass
Male,18,2,Yes,Yes,81.2,3,No,3.0,Pass
Female,21,2,Yes,Yes,74.5,5,Yes,4.0,Pass
Male,18,3,No,Yes,87.5,5,No,4.0,Pass
Female,17,3,No,No,45.0,6,No,3.0,Fail
Female,20,3,Yes,Yes,38.3,9,Yes,3.0,Pass
Male,16,2,No,Yes,78.1,4,No,3.0,Pass
Male,18,2,No,Yes,100.0,5,No,3.0,Fail
Male,17,1,,Yes,67.8,2,No,5.0,Pass
Female,15,1,No,Yes,26.3,5,Yes,5.0,Fail
Male,22,2,Yes,Yes,68.0,2,No,4.0,Fail
Female,20,1,No,Yes,58.0,7,No,4.0,Fail
Female,15,2,No,Yes,61.5,1,Yes,3.0,Fail
Male,20,1,No,Yes,75.1,7,No,2.0,Pass
Female,16,1,Yes,No,72.5,3,No,4.0,Pass
Female,18,2,No,No,62.5,9,No,4.0,Fail
Male,22,2,Yes,No,56.9,4,No,2.0,Fail
Male,19,2,Yes,Yes,26.9,7,Yes,5.0,Fail
Female,17,3,Yes,Yes,88.4,4,No,5.0,Fail
Female,15,2,No,No,57.9,5,Yes,1.0,Fail
Female,17,1,,No,78.9,3,Yes,4.0,Pass
Female,21,2,Yes,Yes,56.3,4,No,4.0,Fail
Female,19,3,Yes,Yes,77.7,3,Yes,4.0,Pass
Female,16,3,Yes,Yes,63.2,4,No,4.0,Pass
Male,19,2,No,Yes,83.3,2,Yes,5.0,Pass
Female,19,3,Yes,Yes,83.7,2,Yes,4.0,Pass
Male,19,1,Yes,Yes,92.1,5,Yes,4.0,Pass
Male,18,2,Yes,Yes,68.6,5,No,4.0,Fail
Female,16,3,No,Yes,58.6,6,No,5.0,Pass
Male,17,1,Yes,Yes,61.4,2,Yes,5.0,Pass
Male,20,1,Yes,Yes,61.3,2,Yes,3.0,Pass
Female,22,2,No,No,79.8,4,No,5.0,Fail
Female,15,2,No,Yes,63.7,2,Yes,3.0,Fail
Female,20,1,No,No,65.5,0,Yes,3.0,Pass
Female,20,2,Yes,No,,5,No,4.0,Pass
Female,16,3,Yes,No,61.5,5,Yes,4.0,Pass
Male,17,1,No,Yes,79.6,2,No,4.0,Fail
Female,22,3,Yes,Yes,100.0,7,No,4.0,Pass
Female,21,3,No,No,80.2,3,Yes,4.0,Pass
Male,17,1,Yes,Yes,41.7,12,No,3.0,Fail
Female,16,4,Yes,Yes,81.0,4,Yes,3.0,Pass
Female,22,3,Yes,Yes,68.2,5,Yes,5.0,Pass
Female,21,3,Yes,Yes,64.6,7,Yes,4.0,Pass
Male,15,2,Yes,Yes,64.0,4,No,5.0,Pass
Female,15,3,No,No,70.2,4,No,3.0,Fail
Female,15,4,No,No,60.0,2,Yes,4.0,Pass
Female,20,2,Yes,Yes,46.0,5,Yes,4.0,Pass
Female,18,1,Yes,Yes,81.0,2,Yes,3.0,Pass
Female,16,1,Yes,Yes,57.8,5,No,2.0,Fail
Female,16,2,Yes,No,46.7,6,No,4.0,Fail
Male,16,1,Yes,Yes,52.6,4,Yes,5.0,Pass
Male,20,2,Yes,Yes,34.9,2,Yes,5.0,Fail
Female,21,2,Yes,No,41.7,5,No,4.0,Fail
Female,15,2,No,Yes,55.2,4,Yes,3.0,Fail
Male,15,3,No,Yes,66.9,7,No,3.0,Fail
Female,20,2,Yes,Yes,81.5,4,Yes,2.0,Pass
Male,22,2,Yes,Yes,78.6,10,No,4.0,Fail
Female,17,3,Yes,Yes,52.6,3,No,5.0,Fail
Female,15,3,Yes,Yes,67.6,16,No,4.0,Pass
Female,15,2,No,Yes,59.7,3,No,3.0,Fail
Male,17,1,Yes,Yes,86.3,7,Yes,5.0,Pass
Male,21,3,Yes,Yes,79.5,6,No,3.0,Pass
Female,15,2,Yes,Yes,60.1,5,No,5.0,Pass
Male,20,2,Yes,Yes,62.2,6,No,5.0,Pass
Female,21,2,No,Yes,54.9,7,Yes,2.0,Fail
Female,16,1,No,Yes,68.2,9,No,4.0,Fail
Female,20,2,Yes,Yes,72.4,6,No,4.0,Pass
Female,17,3,Yes,Yes,41.8,5,No,3.0,Fail
Male,22,2,No,Yes,92.8,1,No,4.0,Pass
Male,22,4,Yes,Yes,41.6,5,Yes,3.0,Pass
Female,17,3,Yes,Yes,58.1,5,Yes,4.0,Pass
Male,19,4,No,Yes,71.7,4,No,5.0,Pass
Male,21,2,No,Yes,48.9,6,No,3.0,Fail
Male,16,3,Yes,Yes,69.0,6,Yes,3.0,Pass
Male,17,2,Yes,Yes,59.2,6,No,4.0,Fail
Female,16,2,Yes,Yes,89.0,5,No,4.0,Pass
Female,19,2,Yes,Yes,83.7,5,Yes,5.0,Pass
Male,18,2,Yes,No,47.5,2,No,3.0,Pass
Female,19,3,Yes,Yes,69.9,7,No,3.0,Fail
Male,15,3,Yes,No,71.3,4,No,2.0,Pass
Male,18,1,No,Yes,70.0,9,No,5.0,Fail
Female,20,4,Yes,Yes,64.5,6,Yes,4.0,Pass
Male,15,4,No,Yes,92.7,3,No,4.0,Fail
Female,20,2,No,Yes,74.8,5,No,5.0,Pass
Female,15,2,Yes,Yes,38.9,5,Yes,3.0,Pass
Female,16,3,No,Yes,73.5,5,No,2.0,Fail
Female,17,3,Yes,Yes,65.8,2,No,3.0,Pass
Female,18,3,No,Yes,63.6,5,Yes,3.0,Fail
Female,16,1,Yes,Yes,65.6,6,No,4.0,Fail
Female,22,2,No,Yes,61.6,2,No,5.0,Fail
Male,19,1,Yes,No,93.0,3,No,4.0,Pass
Female,16,1,Yes,Yes,50.9,3,Yes,4.0,Fail
Female,15,2,No,No,73.1,4,No,4.0,Fail
Female,16,2,No,No,76.3,5,No,4.0,Fail
Female,19,2,Yes,Yes,70.3,3,No,3.0,Pass
Female,15,2,Yes,Yes,84.9,9,No,3.0,Fail
Male,20,1,Yes,No,78.5,4,No,5.0,Pass
Male,22,2,No,Yes,34.7,2,Yes,3.0,Fail
Female,19,2,Yes,No,71.9,6,No,5.0,Pass
Male,21,1,Yes,No,55.0,7,No,3.0,Pass
Male,16,3,Yes,Yes,63.5,4,No,5.0,Pass
Male,19,2,Yes,Yes,61.5,0,No,2.0,Pass
Male,15,2,Yes,Yes,50.7,2,Yes,4.0,Pass
Male,15,1,No,Yes,54.8,6,No,5.0,Fail
Female,18,2,No,Yes,86.0,10,No,5.0,Fail
Male,22,2,Yes,Yes,58.2,5,Yes,2.0,Pass
Female,17,2,No,Yes,55.9,8,No,5.0,Fail
Female,18,2,Yes,No,66.4,3,No,4.0,Fail
Male,18,1,No,Yes,79.1,6,No,4.0,Fail
Male,17,2,No,No,61.2,8,No,4.0,Fail
Male,20,3,Yes,Yes,64.4,3,No,3.0,Pass
Male,18,3,No,No,83.2,5,Yes,2.0,Pass
Male,17,2,Yes,Yes,58.8,5,No,4.0,Fail
Female,22,1,Yes,No,81.7,4,No,1.0,Pass
Male,19,3,,Yes,97.7,2,Yes,3.0,Pass
Male,21,3,Yes,Yes,43.5,6,Yes,4.0,Pass
Male,22,4,No,Yes,62.4,4,No,5.0,Fail
Female,17,3,Yes,No,53.8,5,Yes,4.0,Pass
Female,21,2,No,No,57.2,3,No,5.0,Fail
Female,17,4,No,Yes,67.1,7,No,4.0,Pass
Female,22,3,Yes,Yes,60.6,7,No,3.0,Fail
Male,17,2,Yes,Yes,74.0,6,Yes,4.0,Pass
Female,16,1,No,Yes,81.0,2,No,4.0,Fail
Male,19,1,Yes,Yes,55.9,7,No,5.0,Fail
Female,15,2,No,Yes,71.0,6,No,4.0,Pass
Male,18,2,No,Yes,39.3,4,No,2.0,Fail
Female,17,2,No,Yes,71.7,6,No,5.0,Fail
Female,19,3,Yes,Yes,44.9,3,No,4.0,Pass
Male,20,2,No,Yes,92.8,7,No,4.0,Fail
Male,15,1,Yes,Yes,72.0,5,No,3.0,Pass
Male,17,1,No,No,69.2,4,No,1.0,Fail
Female,20,2,Yes,Yes,64.5,3,No,5.0,Fail
Female,17,3,No,Yes,54.5,3,No,5.0,Fail
Female,21,3,No,No,82.7,1,No,5.0,Pass
Female,18,1,No,Yes,71.6,6,No,4.0,Fail
Male,22,2,Yes,Yes,77.0,4,No,2.0,Pass
Male,17,1,No,Yes,82.8,4,No,3.0,Fail
Male,22,1,Yes,Yes,66.4,6,No,4.0,Fail
Female,16,1,Yes,Yes,38.5,8,No,5.0,Fail
Female,18,3,No,Yes,61.4,6,Yes,5.0,Fail
Female,16,2,No,Yes,81.0,3,No,5.0,Pass
Female,20,3,No,Yes,62.4,6,No,4.0,Fail
Male,18,1,No,Yes,61.1,6,No,3.0,Fail
Male,16,2,No,Yes,60.7,1,No,4.0,Fail
Male,18,1,Yes,No,32.9,3,No,4.0,Fail
Male,21,1,No,Yes,45.3,1,No,4.0,Fail
Female,19,4,No,Yes,65.5,4,No,5.0,Pass
Male,17,1,Yes,Yes,61.6,2,No,4.0,Fail
Female,22,3,Yes,Yes,72.5,4,No,5.0,Pass
Male,17,2,Yes,No,62.7,4,Yes,2.0,Pass
Male,19,3,Yes,Yes,45.4,6,No,4.0,Pass
Male,21,2,Yes,Yes,46.0,5,Yes,3.0,Pass
Female,20,2,Yes,Yes,54.2,5,No,5.0,Fail
Male,18,3,No,Yes,57.3,4,Yes,2.0,Fail
Male,20,2,Yes,Yes,64.8,5,No,3.0,Fail
Female,16,4,Yes,Yes,56.9,4,No,5.0,Pass
Male,16,3,No,Yes,73.6,6,Yes,4.0,Pass
Female,19,1,No,Yes,69.9,3,No,4.0,Fail
Male,17,2,Yes,Yes,59.3,6,No,4.0,Fail
Male,15,1,Yes,Yes,76.6,6,No,4.0,Fail
Female,19,1,Yes,Yes,69.5,3,Yes,2.0,Pass
Male,16,4,Yes,Yes,44.8,4,No,5.0,Pass
Female,20,3,No,Yes,48.1,11,No,2.0,Fail
Female,19,2,No,Yes,76.6,6,No,3.0,Fail
Male,18,2,Yes,No,63.4,5,No,5.0,Pass
Male,19,3,No,Yes,84.2,8,No,5.0,Pass
Female,15,2,Yes,Yes,44.4,6,Yes,3.0,Pass
Male,15,1,No,Yes,82.8,4,No,5.0,Fail
Male,18,3,No,Yes,69.6,3,No,3.0,Fail
Male,15,3,Yes,Yes,68.2,4,No,5.0,Pass
Male,20,2,No,Yes,85.0,2,Yes,3.0,Pass
Male,17,2,Yes,Yes,69.2,13,No,2.0,Pass
Female,19,1,Yes,Yes,63.5,7,Yes,3.0,Fail
Male,18,1,No,Yes,58.7,6,Yes,5.0,Pass
Male,20,2,No,Yes,25.3,6,No,3.0,Fail
Female,17,1,Yes,No,76.6,10,No,3.0,Fail
Female,20,1,No,Yes,87.0,5,No,3.0,Fail
Male,15,1,Yes,Yes,71.6,5,No,4.0,Fail
Male,19,3,Yes,Yes,43.6,5,No,5.0,Pass
Female,15,2,No,Yes,54.5,9,No,3.0,Fail
Male,22,4,Yes,Yes,46.6,6,No,2.0,Fail
Female,21,2,No,Yes,51.8,4,No,3.0,Fail
Male,20,1,Yes,No,83.4,6,Yes,5.0,Pass
Female,21,2,Yes,No,91.1,6,Yes,,Pass
Male,15,3,Yes,Yes,61.3,3,Yes,5.0,Pass
Female,19,2,Yes,Yes,73.2,6,No,3.0,Pass
Male,18,1,No,Yes,13.6,4,Yes,1.0,Fail
Male,16,2,Yes,Yes,55.5,3,No,2.0,Fail
Male,19,2,No,Yes,61.9,4,Yes,4.0,Pass
Male,15,2,No,Yes,51.3,4,Yes,4.0,Fail
Female,16,1,No,Yes,64.7,4,Yes,3.0,Pass
Female,19,1,Yes,Yes,69.6,4,No,5.0,Pass
Female,22,1,No,Yes,73.2,2,No,4.0,Pass
Male,18,4,Yes,Yes,63.8,6,No,3.0,Pass
Female,18,2,No,Yes,59.7,5,Yes,4.0,Pass
Female,15,3,Yes,Yes,70.8,3,No,3.0,Pass
Male,22,1,No,Yes,66.7,4,No,5.0,Fail
Male,18,2,Yes,Yes,48.5,2,No,4.0,Pass
Male,19,4,No,No,46.9,5,No,3.0,Fail
Female,15,4,Yes,No,53.6,6,Yes,4.0,Pass
Female,22,2,Yes,Yes,65.1,1,No,1.0,Fail
Male,18,3,Yes,Yes,62.7,5,Yes,5.0,Pass
Male,17,3,No,Yes,48.8,5,No,5.0,Fail
Female,19,3,Yes,No,59.6,4,No,3.0,Pass
Male,17,2,Yes,Yes,49.3,7,No,2.0,Fail
Male,21,3,No,No,89.9,7,No,4.0,Pass
Female,16,3,Yes,Yes,80.3,2,No,3.0,Pass
Male,22,2,Yes,No,60.6,7,No,2.0,Fail
Male,21,2,Yes,Yes,66.5,5,Yes,5.0,Pass
Male,17,3,Yes,Yes,57.7,7,No,4.0,Pass
Male,17,2,Yes,Yes,81.6,6,No,3.0,Pass
Female,18,2,No,Yes,72.1,7,No,5.0,Fail
Male,20,2,No,No,73.6,7,No,2.0,Fail
Female,22,4,Yes,Yes,67.3,4,No,5.0,Pass
Female,22,1,Yes,Yes,59.8,6,No,1.0,Fail
Female,21,1,No,Yes,62.5,4,No,5.0,Fail
Female,17,2,Yes,Yes,37.0,6,No,3.0,Pass
Female,21,1,Yes,Yes,65.7,8,No,5.0,Fail
Female,17,4,No,No,52.2,7,No,5.0,Pass
Female,19,2,Yes,No,72.7,6,No,3.0,Pass
Female,17,2,Yes,No,61.5,4,No,1.0,Fail
Male,16,1,No,Yes,80.2,5,No,3.0,Fail
Female,15,2,Yes,Yes,76.9,7,No,5.0,Pass
Female,15,1,No,Yes,45.9,6,No,4.0,Fail
Female,20,2,Yes,No,61.7,5,No,3.0,Fail
Male,18,2,No,No,84.1,3,No,4.0,Fail
Male,15,2,Yes,Yes,52.9,4,No,5.0,Fail
Female,20,3,No,Yes,65.6,5,Yes,5.0,Pass
Female,20,1,Yes,Yes,81.1,7,Yes,3.0,Pass
Female,22,2,No,Yes,65.5,6,No,3.0,Fail
Male,22,3,No,Yes,79.1,2,Yes,4.0,Pass
Male,21,2,Yes,Yes,46.6,1,No,4.0,Pass
Female,17,4,No,No,45.0,1,No,4.0,Fail
Male,17,4,Yes,Yes,78.7,8,Yes,2.0,Pass
Male,19,2,Yes,Yes,83.6,5,No,5.0,Pass
Male,20,1,No,No,73.5,5,Yes,5.0,Pass
Female,19,1,No,Yes,37.5,3,No,3.0,Fail
Female,20,2,Yes,Yes,61.1,6,No,5.0,Pass
Male,16,4,Yes,Yes,66.8,5,Yes,5.0,Pass
Male,15,1,Yes,Yes,72.5,6,Yes,4.0,Pass
Female,20,3,No,Yes,51.8,2,Yes,3.0,Pass
Female,15,1,Yes,No,69.9,4,No,2.0,Fail
Female,15,2,Yes,No,83.2,8,No,3.0,Fail
Female,19,2,Yes,Yes,71.3,5,No,4.0,Pass
Male,21,4,No,No,43.6,8,No,2.0,Fail
Male,21,3,Yes,Yes,49.0,5,Yes,3.0,Pass
Male,20,2,No,,69.1,4,No,1.0,Fail
Female,19,1,Yes,No,38.6,6,Yes,2.0,Pass
Female,21,1,No,Yes,40.9,7,No,1.0,Fail
Female,17,3,Yes,No,76.2,5,No,4.0,Fail
Male,18,4,Yes,Yes,51.0,3,No,3.0,Pass
Male,19,2,Yes,No,61.1,3,Yes,5.0,Pass
Male,19,1,Yes,No,69.3,7,Yes,4.0,Pass
Female,19,2,Yes,No,78.1,3,Yes,4.0,Pass
Male,16,2,Yes,Yes,46.1,3,Yes,5.0,Pass
Male,21,4,,Yes,80.3,3,Yes,5.0,Pass
Female,16,1,No,No,65.4,3,No,5.0,Fail
Female,18,3,Yes,Yes,66.0,4,No,5.0,Pass
Male,15,1,No,Yes,77.0,7,Yes,3.0,Pass
Male,18,2,Yes,Yes,78.8,4,No,5.0,Pass
Male,16,2,Yes,Yes,97.1,6,No,3.0,Pass
Female,17,3,No,No,75.7,2,No,5.0,Pass
Male,20,1,No,Yes,78.6,9,Yes,1.0,Pass
Male,16,2,Yes,Yes,72.5,6,Yes,3.0,Pass
Male,19,2,Yes,Yes,82.4,1,Yes,5.0,Pass
Female,22,2,Yes,Yes,89.0,2,Yes,3.0,Pass
Male,22,2,Yes,No,57.9,1,Yes,5.0,Pass
Female,20,1,Yes,Yes,52.1,5,No,4.0,Fail
Female,20,2,Yes,No,69.1,3,No,3.0,Pass
Male,16,2,Yes,No,60.1,5,Yes,5.0,Pass
Male,20,2,,Yes,93.5,3,Yes,1.0,Pass
Female,15,3,No,Yes,67.0,8,Yes,5.0,Pass
Male,16,4,Yes,Yes,58.1,4,No,2.0,Pass
Female,20,3,No,Yes,67.4,4,No,5.0,Pass
Male,17,2,Yes,Yes,38.2,4,No,5.0,Pass
Female,20,3,Yes,Yes,72.6,2,No,5.0,Pass
Male,18,1,No,No,42.6,5,Yes,5.0,Fail
Female,17,3,Yes,Yes,54.0,5,No,3.0,Pass
Male,15,2,No,Yes,60.0,4,No,3.0,Fail
Male,22,1,Yes,Yes,63.0,1,No,4.0,Fail
Female,16,4,Yes,Yes,40.9,1,Yes,5.0,Pass
Female,19,1,Yes,Yes,62.8,5,No,3.0,Pass
Male,18,3,Yes,Yes,27.8,1,No,3.0,Fail
Male,18,4,No,Yes,78.4,5,No,2.0,Fail
Male,22,2,Yes,Yes,76.0,3,Yes,4.0,Pass
Female,18,2,No,Yes,58.8,4,Yes,3.0,Fail
